Position ID,Action,Long / Short,Amount,Units,Open Date,Close Date,Leverage,Spread Fees (USD),Market Spread (USD),Profit(USD),FX rate at open (USD),FX rate at close (USD),Open Rate,Close Rate,Take profit rate,Stop loss rate,Overnight Fees and Dividends,Copied From,Type,Notes
2915648887,USD/JPY (USDJPY),Long," 150,00 ",4500.000000,16/01/2025 08:41:45,16/01/2025 09:12:20,30," 0,26 ",-0.12,"(6,12)",0.0064,0.0064," 156,08 "," 155,86 "," 158,68 "," 153,52 "," 0,00 ",-,CFD,
2914729654,USD/JPY (USDJPY),Long," 199,99 ",6000.000000,15/01/2025 13:14:37,16/01/2025 09:12:20,30," 0,35 ",-0.15,"(46,39)",0.0064,0.0064," 157,07 "," 155,86 "," 157,20 "," 154,49 "," 1,44 ",-,CFD,
2915633551,USD/JPY (USDJPY),Short," 300,00 ",9000.000000,16/01/2025 08:21:26,16/01/2025 09:12:20,30," 0,52 ",-0.23,"(0,52)",0.0064,0.0064," 155,87 "," 155,88 "," 153,27 "," 158,48 "," 0,00 ",-,CFD,
2914380032,USD/JPY (USDJPY),Long," 174,99 ",4500.000000,14/01/2025 19:12:15,16/01/2025 09:12:20,30," 0,26 ",-0.12,"(63,55)",0.0063,0.0064," 158,06 "," 155,86 "," 158,13 "," 154,63 "," 1,44 ",-,CFD,
2915384073,USD/JPY (USDJPY),Long," 249,99 ",7500.000000,15/01/2025 19:22:34,16/01/2025 09:12:20,30," 0,43 ",-0.20,"(32,05)",0.0064,0.0064," 156,53 "," 155,86 "," 157,20 "," 153,96 "," 1,80 ",-,CFD,
2915649267,NASDAQ100 Index (Non Expiry) (NSDQ100),Long," 199,99 ",0.187180,16/01/2025 08:43:19,16/01/2025 08:45:58,20," 0,60 ",0.00," 1,12 ",-,-," 21.369,71 "," 21.375,69 "," 21.903,75 "," 20.835,47 "," 0,00 ",-,CFD,
2915623918,NASDAQ100 Index (Non Expiry) (NSDQ100),Long," 199,99 ",0.187220,16/01/2025 08:21:02,16/01/2025 08:43:03,20," 0,60 ",0.00," 1,51 ",-,-," 21.365,21 "," 21.373,29 "," 21.898,83 "," 20.831,08 "," 0,00 ",-,CFD,
2915634879,USD/JPY (USDJPY),Long," 150,00 ",4500.000000,16/01/2025 08:24:02,16/01/2025 08:41:33,30," 0,26 ",-0.06," 3,86 ",0.0064,0.0064," 155,94 "," 156,08 "," 158,54 "," 153,39 "," 0,00 ",-,CFD,
2915623483,USD/JPY (USDJPY),Short," 250,00 ",7500.000000,16/01/2025 08:19:58,16/01/2025 08:21:32,30," 0,43 ",-0.24," 2,36 ",0.0064,0.0064," 155,93 "," 155,88 "," 153,33 "," 158,54 "," 0,00 ",-,CFD,
2915456210,NASDAQ100 Index (Non Expiry) (NSDQ100),Long," 149,99 ",0.141046,15/01/2025 20:40:28,16/01/2025 07:55:50,20," 0,45 ",0.00," 15,94 ",-,-," 21.269,65 "," 21.382,69 "," 21.801,19 "," 20.737,91 ","(0,70)",-,CFD,
2915576658,NASDAQ100 Index (Non Expiry) (NSDQ100),Long," 149,99 ",0.141003,16/01/2025 06:54:16,16/01/2025 07:55:50,20," 0,45 ",0.00," 15,03 ",-,-," 21.276,10 "," 21.382,69 "," 21.808,00 "," 20.744,20 "," 0,00 ",-,CFD,
2915441940,NASDAQ100 Index (Non Expiry) (NSDQ100),Long," 274,99 ",0.258329,15/01/2025 20:26:08,16/01/2025 07:55:50,20," 0,83 ",0.00," 23,78 ",-,-," 21.290,65 "," 21.382,69 "," 21.823,63 "," 20.758,39 ","(1,29)",-,CFD,
2915539257,NASDAQ100 Index (Non Expiry) (NSDQ100),Long," 250,00 ",0.235231,15/01/2025 23:48:08,16/01/2025 06:53:11,20," 0,75 ",0.00," 3,20 ",-,-," 21.255,70 "," 21.269,30 "," 21.787,09 "," 20.724,31 "," 0,00 ",-,CFD,
2915569065,NASDAQ100 Index (Non Expiry) (NSDQ100),Long," 250,00 ",0.235741,16/01/2025 06:01:55,16/01/2025 06:53:05,20," 0,75 ",0.00," 13,96 ",-,-," 21.209,70 "," 21.268,90 "," 21.740,15 "," 20.679,46 "," 0,00 ",-,CFD,
