Date,Type,Details,Amount,Units,Realized Equity Change,Realized Equity,Balance,Position ID,Asset type,NWA
16/01/2025 08:21:02,Open Position,NSDQ100/USD," 199,99 ",0.187220," 0,00 "," 4.590,62 "," 3.205,67 ",2915623918,CFD," 0,00 "
16/01/2025 08:21:26,Open Position,USD/JPY," 300,00 ",9000.000000," 0,00 "," 4.590,62 "," 2.905,67 ",2915633551,CFD," 0,00 "
16/01/2025 08:21:32,Position closed,USD/JPY," 252,36 ",7500.000000," 2,36 "," 4.592,98 "," 3.158,03 ",2915623483,CFD," 0,00 "
16/01/2025 08:24:02,Open Position,USD/JPY," 150,00 ",4500.000000," 0,00 "," 4.592,98 "," 3.008,03 ",2915634879,CFD," 0,00 "
16/01/2025 08:41:33,Position closed,USD/JPY," 153,86 ",4500.000000," 3,86 "," 4.596,84 "," 3.161,89 ",2915634879,CFD," 0,00 "
16/01/2025 08:41:45,Open Position,USD/JPY," 150,00 ",4500.000000," 0,00 "," 4.596,84 "," 3.011,89 ",2915648887,CFD," 0,00 "
16/01/2025 08:43:03,Position closed,NSDQ100/USD," 201,50 ",0.187220," 1,51 "," 4.598,35 "," 3.213,39 ",2915623918,CFD," 0,00 "
16/01/2025 08:43:19,Open Position,NSDQ100/USD," 199,99 ",0.187180," 0,00 "," 4.598,35 "," 3.013,40 ",2915649267,CFD," 0,00 "
16/01/2025 08:45:58,Position closed,NSDQ100/USD," 201,11 ",0.187180," 1,12 "," 4.599,47 "," 3.214,51 ",2915649267,CFD," 0,00 "
16/01/2025 08:46:40,Open Position,NSDQ100/USD," 327,78 ",0.280576," 0,00 "," 4.599,47 "," 2.914,51 ",2915649970,CFD," 0,00 "
16/01/2025 09:12:20,Position closed,USD/JPY," 217,94 ",7500.000000,"(32,05)"," 4.567,42 "," 3.132,45 ",2915384073,CFD," 0,00 "
16/01/2025 09:12:20,Position closed,USD/JPY," 111,44 ",4500.000000,"(63,55)"," 4.503,87 "," 3.243,89 ",2914380032,CFD," 0,00 "
16/01/2025 09:12:20,Position closed,USD/JPY," 299,48 ",9000.000000,"(0,52)"," 4.503,35 "," 3.543,37 ",2915633551,CFD," 0,00 "
16/01/2025 09:12:20,Position closed,USD/JPY," 153,60 ",6000.000000,"(46,39)"," 4.456,96 "," 3.696,97 ",2914729654,CFD," 0,00 "
16/01/2025 09:12:20,Position closed,USD/JPY," 143,88 ",4500.000000,"(6,12)"," 4.450,84 "," 3.840,85 ",2915648887,CFD," 0,00 "
16/01/2025 09:14:21,Open Position,USD/JPY," 250,00 ",7500.000000," 0,00 "," 4.450,84 "," 3.590,85 ",2915659466,CFD," 0,00 "
16/01/2025 09:14:45,Open Position,USD/JPY," 199,99 ",6000.000000," 0,00 "," 4.450,84 "," 3.390,86 ",2915659551,CFD," 0,00 "
16/01/2025 09:15:08,Open Position,NSDQ100/USD," 266,86 ",0.234126," 0,00 "," 4.450,84 "," 3.140,86 ",2915659689,CFD," 0,00 "
16/01/2025 10:34:59,Position closed,USD/JPY," 258,81 ",7500.000000," 8,81 "," 4.459,65 "," 3.399,67 ",2915659466,CFD," 0,00 "
16/01/2025 10:35:30,Position closed,USD/JPY," 192,28 ",6000.000000,"(7,71)"," 4.451,94 "," 3.591,95 ",2915659551,CFD," 0,00 "
16/01/2025 10:36:36,Open Position,USD/JPY," 250,00 ",7500.000000," 0,00 "," 4.451,94 "," 3.341,95 ",2915690483,CFD," 0,00 "
16/01/2025 10:36:50,Open Position,NSDQ100/USD," 159,12 ",0.140517," 0,00 "," 4.451,94 "," 3.191,96 ",2915690561,CFD," 0,00 "
16/01/2025 10:43:58,Position closed,USD/JPY," 251,30 ",7500.000000," 1,30 "," 4.453,24 "," 3.443,26 ",2915690483,CFD," 0,00 "
16/01/2025 10:44:19,Open Position,USD/JPY," 300,00 ",9000.000000," 0,00 "," 4.453,24 "," 3.143,26 ",2915692528,CFD," 0,00 "
16/01/2025 10:48:27,Open Position,USD/JPY," 249,99 ",7500.000000," 0,00 "," 4.453,24 "," 2.893,27 ",2915693766,CFD," 0,00 "
16/01/2025 11:31:48,Position closed,USD/JPY," 251,29 ",7500.000000," 1,30 "," 4.454,54 "," 3.144,56 ",2915693766,CFD," 0,00 "
16/01/2025 11:31:56,Open Position,USD/JPY," 249,99 ",7500.000000," 0,00 "," 4.454,54 "," 2.894,57 ",2915704346,CFD," 0,00 "
16/01/2025 11:37:36,Position closed,USD/JPY," 252,40 ",7500.000000," 2,41 "," 4.456,95 "," 3.146,97 ",2915704346,CFD," 0,00 "
16/01/2025 11:37:44,Open Position,USD/JPY," 350,00 ",10500.000000," 0,00 "," 4.456,95 "," 2.796,97 ",2915706855,CFD," 0,00 "
16/01/2025 11:42:18,Open Position,NVDA.EXT/USD," 199,99 ",7.193820," 0,00 "," 4.456,95 "," 2.596,98 ",2915708080,CFD," 0,00 "
16/01/2025 11:42:54,Open Position,NSDQ100/USD," 314,90 ",0.281201," 0,00 "," 4.456,95 "," 2.296,98 ",2915708215,CFD," 0,00 "
16/01/2025 12:08:43,Position closed,USD/JPY," 355,52 ",10500.000000," 5,52 "," 4.462,47 "," 2.652,50 ",2915706855,CFD," 0,00 "
16/01/2025 12:09:32,Open Position,USD/JPY," 350,00 ",10500.000000," 0,00 "," 4.462,47 "," 2.302,50 ",2915716162,CFD," 0,00 "
16/01/2025 12:09:59,Open Position,NSDQ100/USD," 149,99 ",0.140716," 0,00 "," 4.462,47 "," 2.152,51 ",2915716302,CFD," 0,00 "
16/01/2025 12:16:54,Position closed,NSDQ100/USD," 150,54 ",0.140716," 0,55 "," 4.463,02 "," 2.303,05 ",2915716302,CFD," 0,00 "
16/01/2025 12:18:33,Open Position,USD/JPY," 299,99 ",9000.000000," 0,00 "," 4.463,02 "," 2.003,06 ",2915718839,CFD," 0,00 "
16/01/2025 12:19:01,Open Position,NSDQ100/USD," 199,99 ",0.187612," 0,00 "," 4.463,02 "," 1.803,07 ",2915718936,CFD," 0,00 "
16/01/2025 12:29:16,Position closed,USD/JPY," 358,34 ",10500.000000," 8,34 "," 4.471,36 "," 2.161,41 ",2915716162,CFD," 0,00 "
16/01/2025 12:29:21,Position closed,USD/JPY," 305,81 ",9000.000000," 5,82 "," 4.477,18 "," 2.467,22 ",2915718839,CFD," 0,00 "
16/01/2025 12:29:30,Open Position,USD/JPY," 350,00 ",10500.000000," 0,00 "," 4.477,18 "," 2.117,22 ",2915724709,CFD," 0,00 "
16/01/2025 12:43:41,Position closed,USD/JPY," 352,62 ",10500.000000," 2,62 "," 4.479,80 "," 2.469,84 ",2915724709,CFD," 0,00 "
16/01/2025 12:43:55,Open Position,USD/JPY," 350,00 ",10500.000000," 0,00 "," 4.479,80 "," 2.119,84 ",2915731789,CFD," 0,00 "
16/01/2025 13:04:11,Open Position,NSDQ100/USD," 399,99 ",0.376028," 0,00 "," 4.479,80 "," 1.719,85 ",2915740801,CFD," 0,00 "
16/01/2025 13:04:31,Position closed,USD/JPY," 352,42 ",10500.000000," 2,42 "," 4.482,22 "," 2.072,27 ",2915731789,CFD," 0,00 "
16/01/2025 13:04:41,Open Position,USD/JPY," 299,99 ",9000.000000," 0,00 "," 4.482,22 "," 1.772,28 ",2915741099,CFD," 0,00 "
16/01/2025 13:15:10,Position closed,NSDQ100/USD," 401,61 ",0.376028," 1,62 "," 4.483,84 "," 2.173,89 ",2915740801,CFD," 0,00 "
16/01/2025 13:15:15,Open Position,NSDQ100/USD," 429,99 ",0.404114," 0,00 "," 4.483,84 "," 1.743,90 ",2915746210,CFD," 0,00 "
16/01/2025 13:27:48,Position closed,USD/JPY," 305,98 ",9000.000000," 5,99 "," 4.489,83 "," 2.049,88 ",2915741099,CFD," 0,00 "
16/01/2025 13:28:00,Open Position,USD/JPY," 350,00 ",10500.000000," 0,00 "," 4.489,83 "," 1.699,88 ",2915752983,CFD," 0,00 "
16/01/2025 13:28:40,Position closed,NSDQ100/USD," 432,78 ",0.404114," 2,79 "," 4.492,62 "," 2.132,66 ",2915746210,CFD," 0,00 "
16/01/2025 13:28:48,Open Position,NSDQ100/USD," 300,00 ",0.281807," 0,00 "," 4.492,62 "," 1.832,66 ",2915753456,CFD," 0,00 "
16/01/2025 13:29:53,Position closed,NSDQ100/USD," 295,72 ",0.281807,"(4,28)"," 4.488,34 "," 2.128,38 ",2915753456,CFD," 0,00 "
16/01/2025 13:31:18,Open Position,NSDQ100/USD," 199,99 ",0.187723," 0,00 "," 4.488,34 "," 1.928,39 ",2915754944,CFD," 0,00 "
16/01/2025 13:32:07,Position closed,USD/JPY," 351,68 ",10500.000000," 1,68 "," 4.490,02 "," 2.280,07 ",2915752983,CFD," 0,00 "
16/01/2025 13:32:53,Open Position,USD/JPY," 350,00 ",10500.000000," 0,00 "," 4.490,02 "," 1.930,07 ",2915755715,CFD," 0,00 "
16/01/2025 13:38:23,Open Position,NSDQ100/USD," 199,99 ",0.187762," 0,00 "," 4.490,02 "," 1.730,08 ",2915758014,CFD," 0,00 "
16/01/2025 13:38:45,Open Position,USD/JPY," 150,00 ",4500.000000," 0,00 "," 4.490,02 "," 1.580,08 ",2915758153,CFD," 0,00 "
16/01/2025 13:46:20,Open Position,USD/JPY," 250,00 ",7500.000000," 0,00 "," 4.490,02 "," 1.330,08 ",2915761846,CFD," 0,00 "
16/01/2025 13:51:13,Position closed,USD/JPY," 252,31 ",7500.000000," 2,31 "," 4.492,33 "," 1.582,39 ",2915761846,CFD," 0,00 "
16/01/2025 13:51:25,Open Position,USD/JPY," 250,00 ",7500.000000," 0,00 "," 4.492,33 "," 1.332,39 ",2915763837,CFD," 0,00 "
16/01/2025 13:52:36,Position closed,USD/JPY," 252,84 ",7500.000000," 2,84 "," 4.495,17 "," 1.585,23 ",2915763837,CFD," 0,00 "
16/01/2025 13:52:48,Open Position,USD/JPY," 260,00 ",7800.000000," 0,00 "," 4.495,17 "," 1.325,23 ",2915764596,CFD," 0,00 "
16/01/2025 13:53:04,Position closed,NSDQ100/USD," 202,11 ",0.187762," 2,12 "," 4.497,29 "," 1.527,34 ",2915758014,CFD," 0,00 "
16/01/2025 13:53:11,Position closed,NSDQ100/USD," 201,19 ",0.187723," 1,20 "," 4.498,49 "," 1.728,53 ",2915754944,CFD," 0,00 "
16/01/2025 13:53:24,Open Position,NSDQ100/USD," 300,00 ",0.281458," 0,00 "," 4.498,49 "," 1.428,53 ",2915764880,CFD," 0,00 "
16/01/2025 14:22:20,Position closed,NSDQ100/USD," 202,13 ",0.187612," 2,14 "," 4.500,63 "," 1.630,66 ",2915718936,CFD," 0,00 "
16/01/2025 14:22:25,Position closed,NSDQ100/USD," 304,19 ",0.281458," 4,19 "," 4.504,82 "," 1.934,85 ",2915764880,CFD," 0,00 "
16/01/2025 14:22:32,Open Position,NSDQ100/USD," 461,85 ",0.412430," 0,00 "," 4.504,82 "," 1.494,86 ",2915775716,CFD," 0,00 "
16/01/2025 14:25:01,Open Position,USD/JPY," 150,00 ",4500.000000," 0,00 "," 4.504,82 "," 1.344,86 ",2915776770,CFD," 0,00 "
16/01/2025 14:26:21,Position closed,USD/JPY," 150,35 ",4500.000000," 0,35 "," 4.505,17 "," 1.495,21 ",2915776770,CFD," 0,00 "
16/01/2025 14:27:22,Position closed,USD/JPY," 277,62 ",9000.000000,"(22,38)"," 4.482,79 "," 1.772,83 ",2915692528,CFD," 0,00 "
16/01/2025 14:27:22,Position closed,USD/JPY," 147,14 ",4500.000000,"(2,86)"," 4.479,93 "," 1.919,97 ",2915758153,CFD," 0,00 "
16/01/2025 14:27:22,Position closed,USD/JPY," 251,60 ",7800.000000,"(8,40)"," 4.471,53 "," 2.171,57 ",2915764596,CFD," 0,00 "
16/01/2025 14:27:22,Position closed,USD/JPY," 336,74 ",10500.000000,"(13,26)"," 4.458,27 "," 2.508,31 ",2915755715,CFD," 0,00 "
16/01/2025 14:27:39,Open Position,NSDQ100/USD," 314,62 ",0.281213," 0,00 "," 4.458,27 "," 2.208,31 ",2915777806,CFD," 0,00 "
16/01/2025 14:31:26,Open Position,NSDQ100/USD," 442,09 ",0.403510," 0,00 "," 4.458,27 "," 1.778,32 ",2915871572,CFD," 0,00 "
16/01/2025 14:33:27,Open Position,NSDQ100/USD," 249,99 ",0.234949," 0,00 "," 4.458,27 "," 1.528,33 ",2915880453,CFD," 0,00 "
16/01/2025 14:41:53,Position closed,NSDQ100/USD," 253,42 ",0.234949," 3,43 "," 4.461,70 "," 1.781,75 ",2915880453,CFD," 0,00 "
16/01/2025 14:42:21,Open Position,NSDQ100/USD," 299,98 ",0.281825," 0,00 "," 4.461,70 "," 1.481,77 ",2915915441,CFD," 0,00 "
16/01/2025 14:51:50,Open Position,NSDQ100/USD," 200,00 ",0.188327," 0,00 "," 4.461,70 "," 1.281,77 ",2915993841,CFD," 0,00 "
16/01/2025 15:00:38,Open Position,NSDQ100/USD," 200,00 ",0.188738," 0,00 "," 4.461,70 "," 1.081,77 ",2916023956,CFD," 0,00 "
16/01/2025 15:02:11,Position closed,NSDQ100/USD," 202,08 ",0.188738," 2,08 "," 4.463,78 "," 1.283,85 ",2916023956,CFD," 0,00 "
16/01/2025 15:02:24,Open Position,NSDQ100/USD," 200,00 ",0.188592," 0,00 "," 4.463,78 "," 1.083,85 ",2916050426,CFD," 0,00 "
16/01/2025 15:02:47,Position closed,NSDQ100/USD," 202,79 ",0.188592," 2,79 "," 4.466,57 "," 1.286,64 ",2916050426,CFD," 0,00 "
16/01/2025 15:03:36,Open Position,NSDQ100/USD," 200,00 ",0.188418," 0,00 "," 4.466,57 "," 1.086,64 ",2916052664,CFD," 0,00 "
16/01/2025 15:08:56,Position closed,NSDQ100/USD," 201,64 ",0.188418," 1,64 "," 4.468,21 "," 1.288,28 ",2916052664,CFD," 0,00 "
16/01/2025 15:09:07,Open Position,NSDQ100/USD," 200,00 ",0.188288," 0,00 "," 4.468,21 "," 1.088,28 ",2916090951,CFD," 0,00 "
16/01/2025 15:10:00,Position closed,NSDQ100/USD," 200,90 ",0.188327," 0,90 "," 4.469,11 "," 1.289,18 ",2915993841,CFD," 0,00 "
16/01/2025 15:10:23,Open Position,NSDQ100/USD," 299,99 ",0.282223," 0,00 "," 4.469,11 "," 989,19 ",2916123408,CFD," 0,00 "
16/01/2025 15:10:29,Position closed,NSDQ100/USD," 202,97 ",0.188288," 2,97 "," 4.472,08 "," 1.192,16 ",2916090951,CFD," 0,00 "
16/01/2025 15:10:44,Open Position,NSDQ100/USD," 299,99 ",0.282362," 0,00 "," 4.472,08 "," 892,17 ",2916164654,CFD," 0,00 "
16/01/2025 16:02:22,Position closed,NSDQ100/USD," 309,03 ",0.282362," 9,04 "," 4.481,12 "," 1.201,20 ",2916164654,CFD," 0,00 "
16/01/2025 16:02:30,Position closed,NSDQ100/USD," 305,35 ",0.282223," 5,36 "," 4.486,48 "," 1.506,55 ",2916123408,CFD," 0,00 "
16/01/2025 16:02:51,Open Position,NSDQ100/USD," 200,00 ",0.187931," 0,00 "," 4.486,48 "," 1.306,55 ",2916378005,CFD," 0,00 "
16/01/2025 17:19:00,Open Position,NSDQ100/USD," 299,99 ",0.282506," 0,00 "," 4.486,48 "," 1.006,56 ",2916492341,CFD," 0,00 "
16/01/2025 17:26:49,Position closed,NSDQ100/USD," 304,43 ",0.282506," 4,44 "," 4.490,92 "," 1.310,99 ",2916492341,CFD," 0,00 "
16/01/2025 17:27:57,Open Position,NSDQ100/USD," 149,99 ",0.141085," 0,00 "," 4.490,92 "," 1.161,00 ",2916500169,CFD," 0,00 "
16/01/2025 17:52:52,Open Position,USD/JPY," 249,99 ",7500.000000," 0,00 "," 4.490,92 "," 911,01 ",2916524236,CFD," 0,00 "
16/01/2025 17:54:43,Open Position,NSDQ100/USD," 200,00 ",0.188407," 0,00 "," 4.490,92 "," 711,01 ",2916525315,CFD," 0,00 "
16/01/2025 18:42:08,Open Position,NSDQ100/USD," 249,99 ",0.236373," 0,00 "," 4.490,92 "," 461,02 ",2916564511,CFD," 0,00 "
16/01/2025 18:54:09,Position closed,USD/JPY," 251,97 ",7500.000000," 1,98 "," 4.492,90 "," 712,99 ",2916524236,CFD," 0,00 "
16/01/2025 19:27:22,Position closed,NSDQ100/USD," 258,48 ",0.236373," 8,49 "," 4.501,39 "," 971,47 ",2916564511,CFD," 0,00 "
16/01/2025 19:28:22,Open Position,USD/JPY," 150,00 ",4500.000000," 0,00 "," 4.501,39 "," 821,47 ",2916606913,CFD," 0,00 "
16/01/2025 19:52:33,Position closed,USD/JPY," 152,12 ",4500.000000," 2,12 "," 4.503,51 "," 973,59 ",2916606913,CFD," 0,00 "
16/01/2025 21:02:05,Open Position,NSDQ100/USD," 300,00 ",0.284719," 0,00 "," 4.503,51 "," 673,59 ",2916736366,CFD," 0,00 "
16/01/2025 21:14:07,Edit Stop Loss,-,"(13,75)",-," 0,00 "," 4.503,51 "," 659,84 ",2915649970,-," 0,00 "
16/01/2025 21:14:26,Edit Stop Loss,-,"(10,10)",-," 0,00 "," 4.503,51 "," 649,74 ",2915598504,-," 0,00 "
16/01/2025 21:14:40,Edit Stop Loss,-,"(5,15)",-," 0,00 "," 4.503,51 "," 644,59 ",2915659689,-," 0,00 "
16/01/2025 21:14:47,Edit Stop Loss,-,"(2,11)",-," 0,00 "," 4.503,51 "," 642,48 ",2915690561,-," 0,00 "
16/01/2025 21:14:55,Edit Stop Loss,-,"(0,84)",-," 0,00 "," 4.503,51 "," 641,64 ",2915708215,-," 0,00 "
16/01/2025 21:14:59,Edit Stop Loss,-,"(1,24)",-," 0,00 "," 4.503,51 "," 640,40 ",2915775716,-," 0,00 "
16/01/2025 21:15:05,Edit Stop Loss,-,"(0,56)",-," 0,00 "," 4.503,51 "," 639,84 ",2915777806,-," 0,00 "
16/01/2025 21:20:42,Edit Stop Loss,-,"(9,35)",-," 0,00 "," 4.503,51 "," 630,49 ",2915598504,-," 0,00 "
16/01/2025 21:20:51,Edit Stop Loss,-,"(14,03)",-," 0,00 "," 4.503,51 "," 616,46 ",2915649970,-," 0,00 "
16/01/2025 21:20:56,Edit Stop Loss,-,"(11,71)",-," 0,00 "," 4.503,51 "," 604,75 ",2915659689,-," 0,00 "
16/01/2025 21:21:06,Edit Stop Loss,-,"(7,02)",-," 0,00 "," 4.503,51 "," 597,73 ",2915690561,-," 0,00 "
16/01/2025 21:21:13,Edit Stop Loss,-,"(14,06)",-," 0,00 "," 4.503,51 "," 583,67 ",2915708215,-," 0,00 "
16/01/2025 21:21:21,Edit Stop Loss,-,"(20,62)",-," 0,00 "," 4.503,51 "," 563,05 ",2915775716,-," 0,00 "
16/01/2025 21:21:29,Edit Stop Loss,-,"(14,06)",-," 0,00 "," 4.503,51 "," 548,99 ",2915777806,-," 0,00 "
16/01/2025 21:21:38,Edit Stop Loss,-,"(12,10)",-," 0,00 "," 4.503,51 "," 536,89 ",2915871572,-," 0,00 "
16/01/2025 21:32:54,Open Position,NSDQ100/USD," 260,00 ",0.247045," 0,00 "," 4.503,51 "," 276,89 ",2916746630,CFD," 0,00 "
16/01/2025 23:04:13,Position closed,NSDQ100/USD," 263,94 ",0.247045," 3,94 "," 4.507,45 "," 540,83 ",2916746630,CFD," 0,00 "
17/01/2025 00:42:45,Position closed,NSDQ100/USD," 304,36 ",0.284719," 4,36 "," 4.511,81 "," 845,19 ",2916736366,CFD," 0,00 "
17/01/2025 00:42:58,Open Position,NSDQ100/USD," 250,00 ",0.237054," 0,00 "," 4.511,81 "," 595,19 ",2916769547,CFD," 0,00 "
17/01/2025 00:47:38,Overnight fee,Daily,"(1,42)",-,"(1,42)"," 4.510,39 "," 593,77 ",2916736366,CFD," 0,00 "
17/01/2025 00:47:38,Overnight fee,Daily,"(2,02)",-,"(2,02)"," 4.508,37 "," 591,75 ",2915871572,CFD," 0,00 "
17/01/2025 00:47:38,Overnight fee,Daily,"(2,06)",-,"(2,06)"," 4.506,31 "," 589,69 ",2915775716,CFD," 0,00 "
17/01/2025 00:47:38,Overnight fee,Daily,"(0,29)",-,"(0,29)"," 4.506,02 "," 589,40 ",2915708080,CFD," 0,00 "
17/01/2025 00:47:38,Overnight fee,Daily,"(0,70)",-,"(0,70)"," 4.505,32 "," 588,70 ",2916500169,CFD," 0,00 "
17/01/2025 00:47:38,Overnight fee,Daily,"(0,70)",-,"(0,70)"," 4.504,62 "," 588,00 ",2915690561,CFD," 0,00 "
17/01/2025 00:47:38,Overnight fee,Daily,"(0,93)",-,"(0,93)"," 4.503,69 "," 587,07 ",2915598504,CFD," 0,00 "
17/01/2025 00:47:38,Overnight fee,Daily,"(0,94)",-,"(0,94)"," 4.502,75 "," 586,13 ",2916378005,CFD," 0,00 "
17/01/2025 00:47:38,Overnight fee,Daily,"(0,94)",-,"(0,94)"," 4.501,81 "," 585,19 ",2916525315,CFD," 0,00 "
17/01/2025 00:47:38,Overnight fee,Daily,"(1,17)",-,"(1,17)"," 4.500,64 "," 584,02 ",2915659689,CFD," 0,00 "
17/01/2025 00:47:38,Overnight fee,Daily,"(1,23)",-,"(1,23)"," 4.499,41 "," 582,79 ",2916746630,CFD," 0,00 "
17/01/2025 00:47:38,Overnight fee,Daily,"(1,40)",-,"(1,40)"," 4.498,01 "," 581,39 ",2915777806,CFD," 0,00 "
17/01/2025 00:47:38,Overnight fee,Daily,"(1,40)",-,"(1,40)"," 4.496,61 "," 579,99 ",2915649970,CFD," 0,00 "
17/01/2025 00:47:38,Overnight fee,Daily,"(1,40)",-,"(1,40)"," 4.495,21 "," 578,59 ",2915708215,CFD," 0,00 "
17/01/2025 00:47:38,Overnight fee,Daily,"(1,41)",-,"(1,41)"," 4.493,80 "," 577,18 ",2915915441,CFD," 0,00 "
17/01/2025 01:12:00,Position closed,NSDQ100/USD," 253,63 ",0.237054," 3,63 "," 4.497,43 "," 830,81 ",2916769547,CFD," 0,00 "
17/01/2025 01:12:59,Open Position,NSDQ100/USD," 250,00 ",0.236860," 0,00 "," 4.497,43 "," 580,81 ",2916771554,CFD," 0,00 "
17/01/2025 01:20:28,Position closed,NSDQ100/USD," 248,35 ",0.236860,"(1,65)"," 4.495,78 "," 829,16 ",2916771554,CFD," 0,00 "
17/01/2025 01:37:09,Open Position,USD/JPY," 150,00 ",4500.000000," 0,00 "," 4.495,78 "," 679,16 ",2916775715,CFD," 0,00 "
17/01/2025 01:38:46,Open Position,NSDQ100/USD," 149,99 ",0.142135," 0,00 "," 4.495,78 "," 529,17 ",2916775830,CFD," 0,00 "
17/01/2025 02:01:06,Position closed,NSDQ100/USD," 151,36 ",0.142135," 1,37 "," 4.497,15 "," 680,53 ",2916775830,CFD," 0,00 "
17/01/2025 02:01:50,Open Position,NSDQ100/USD," 149,99 ",0.142055," 0,00 "," 4.497,15 "," 530,54 ",2916778459,CFD," 0,00 "
17/01/2025 02:50:04,Position closed,USD/JPY," 153,04 ",4500.000000," 3,04 "," 4.500,19 "," 683,58 ",2916775715,CFD," 0,00 "
17/01/2025 08:36:51,Position closed,NSDQ100/USD," 152,68 ",0.142055," 2,69 "," 4.502,88 "," 836,26 ",2916778459,CFD," 0,00 "
17/01/2025 08:37:34,Open Position,NSDQ100/USD," 199,99 ",0.189214," 0,00 "," 4.502,88 "," 636,27 ",2916862140,CFD," 0,00 "
17/01/2025 10:02:55,Position closed,NSDQ100/USD," 209,55 ",0.189214," 9,56 "," 4.512,44 "," 845,82 ",2916862140,CFD," 0,00 "
17/01/2025 10:08:05,Open Position,NSDQ100/USD," 250,00 ",0.236016," 0,00 "," 4.512,44 "," 595,82 ",2916903653,CFD," 0,00 "
17/01/2025 11:31:26,Position closed,NSDQ100/USD," 254,70 ",0.236016," 4,70 "," 4.517,14 "," 850,52 ",2916903653,CFD," 0,00 "
17/01/2025 11:41:31,Open Position,NSDQ100/USD," 149,99 ",0.141433," 0,00 "," 4.517,14 "," 700,53 ",2916932663,CFD," 0,00 "
17/01/2025 13:29:36,Position closed,NSDQ100/USD," 213,16 ",0.188407," 13,16 "," 4.530,30 "," 913,69 ",2916525315,CFD," 0,00 "
17/01/2025 13:43:31,Position closed,NSDQ100/USD," 317,24 ",0.281825," 17,26 "," 4.547,56 "," 1.230,93 ",2915915441,CFD," 0,00 "
17/01/2025 13:43:31,Position closed,NSDQ100/USD," 318,47 ",0.281201," 3,57 "," 4.551,13 "," 1.549,40 ",2915708215,CFD," 0,00 "
17/01/2025 13:44:20,Position closed,NSDQ100/USD," 162,22 ",0.141085," 12,23 "," 4.563,36 "," 1.711,62 ",2916500169,CFD," 0,00 "
17/01/2025 13:44:29,Position closed,NSDQ100/USD," 467,45 ",0.412430," 5,60 "," 4.568,96 "," 2.179,07 ",2915775716,CFD," 0,00 "
17/01/2025 13:44:29,Position closed,NSDQ100/USD," 318,75 ",0.281213," 4,13 "," 4.573,09 "," 2.497,82 ",2915777806,CFD," 0,00 "
17/01/2025 13:44:29,Position closed,NSDQ100/USD," 212,49 ",0.187931," 12,49 "," 4.585,58 "," 2.710,31 ",2916378005,CFD," 0,00 "
17/01/2025 13:44:29,Position closed,NSDQ100/USD," 457,36 ",0.403510," 15,27 "," 4.600,85 "," 3.167,67 ",2915871572,CFD," 0,00 "
17/01/2025 13:50:12,Position closed,NSDQ100/USD," 266,97 ",0.234126," 0,11 "," 4.600,96 "," 3.434,64 ",2915659689,CFD," 0,00 "
