Date,Type,Details,Amount,Units,Realized Equity Change,Realized Equity,Balance,Position ID,Asset type,NWA
06/01/2025 13:53:51,Position closed,NSDQ100/USD," 201,45 ",0.185641," 1,46 "," 2.380,51 "," 2.105,51 ",2901766914,CFD," 0,00 "
06/01/2025 13:54:17,Position closed,USD/JPY," 156,84 ",4500.000000," 6,84 "," 2.387,35 "," 2.262,35 ",2901766567,CFD," 0,00 "
06/01/2025 13:55:03,Open Position,NSDQ100/USD," 199,99 ",0.185544," 0,00 "," 2.387,35 "," 2.062,36 ",2901774091,CFD," 0,00 "
06/01/2025 13:55:38,Open Position,USD/JPY," 150,00 ",4500.000000," 0,00 "," 2.387,35 "," 1.912,36 ",2901774201,CFD," 0,00 "
06/01/2025 14:14:20,Position closed,USD/JPY," 153,93 ",4500.000000," 3,93 "," 2.391,28 "," 2.066,29 ",2901774201,CFD," 0,00 "
06/01/2025 14:14:36,Position closed,NSDQ100/USD," 197,68 ",0.185544,"(2,31)"," 2.388,97 "," 2.263,97 ",2901774091,CFD," 0,00 "
06/01/2025 14:14:51,Open Position,USD/JPY," 150,00 ",4500.000000," 0,00 "," 2.388,97 "," 2.113,97 ",2901781166,CFD," 0,00 "
06/01/2025 14:17:19,Position closed,USD/JPY," 158,39 ",4500.000000," 8,39 "," 2.397,36 "," 2.272,36 ",2901781166,CFD," 0,00 "
06/01/2025 14:18:20,Open Position,USD/JPY," 100,00 ",3000.000000," 0,00 "," 2.397,36 "," 2.172,36 ",2901784392,CFD," 0,00 "
06/01/2025 14:19:17,Open Position,NSDQ100/USD," 149,99 ",0.139558," 0,00 "," 2.397,36 "," 2.022,37 ",2901788145,CFD," 0,00 "
06/01/2025 14:21:49,Position closed,USD/JPY," 100,65 ",3000.000000," 0,65 "," 2.398,01 "," 2.123,02 ",2901784392,CFD," 0,00 "
06/01/2025 14:22:05,Open Position,USD/JPY," 150,00 ",4500.000000," 0,00 "," 2.398,01 "," 1.973,02 ",2901789715,CFD," 0,00 "
06/01/2025 14:28:38,Position closed,USD/JPY," 144,30 ",4500.000000,"(5,70)"," 2.392,31 "," 2.117,32 ",2901789715,CFD," 0,00 "
06/01/2025 14:28:45,Position closed,NSDQ100/USD," 155,16 ",0.139558," 5,17 "," 2.397,48 "," 2.272,48 ",2901788145,CFD," 0,00 "
06/01/2025 14:29:16,Open Position,NSDQ100/USD," 149,99 ",0.139267," 0,00 "," 2.397,48 "," 2.122,49 ",2901793492,CFD," 0,00 "
06/01/2025 14:32:45,Position closed,NSDQ100/USD," 155,07 ",0.139267," 5,08 "," 2.402,56 "," 2.277,56 ",2901793492,CFD," 0,00 "
06/01/2025 14:34:17,Open Position,NSDQ100/USD," 149,98 ",0.138982," 0,00 "," 2.402,56 "," 2.127,58 ",2902073924,CFD," 0,00 "
06/01/2025 14:45:24,Position closed,NSDQ100/USD," 155,07 ",0.138982," 5,09 "," 2.407,65 "," 2.282,65 ",2902073924,CFD," 0,00 "
06/01/2025 14:46:05,Open Position,NSDQ100/USD," 99,99 ",0.092460," 0,00 "," 2.407,65 "," 2.182,66 ",2902155658,CFD," 0,00 "
06/01/2025 15:50:47,Position closed,NSDQ100/USD," 103,84 ",0.092460," 3,85 "," 2.411,50 "," 2.286,50 ",2902155658,CFD," 0,00 "
06/01/2025 15:51:05,Open Position,NSDQ100/USD," 230,00 ",0.212154," 0,00 "," 2.411,50 "," 2.056,50 ",2903024459,CFD," 0,00 "
06/01/2025 16:11:51,Position closed,NSDQ100/USD," 231,85 ",0.212154," 1,85 "," 2.413,35 "," 2.288,35 ",2903024459,CFD," 0,00 "
06/01/2025 16:12:10,Open Position,NSDQ100/USD," 338,53 ",0.184380," 0,00 "," 2.413,35 "," 2.088,35 ",2903936539,CFD," 0,00 "
06/01/2025 18:04:16,Open Position,NSDQ100/USD," 149,99 ",0.138971," 0,00 "," 2.413,35 "," 1.938,36 ",2904528191,CFD," 0,00 "
06/01/2025 20:00:47,Open Position,NSDQ100/USD," 149,99 ",0.139780," 0,00 "," 2.413,35 "," 1.788,37 ",2904665896,CFD," 0,00 "
06/01/2025 20:05:39,Position closed,NSDQ100/USD," 154,56 ",0.139780," 4,57 "," 2.417,92 "," 1.942,93 ",2904665896,CFD," 0,00 "
06/01/2025 20:05:51,Open Position,NSDQ100/USD," 249,99 ",0.232546," 0,00 "," 2.417,92 "," 1.692,94 ",2904670160,CFD," 0,00 "
06/01/2025 20:53:18,Position closed,NSDQ100/USD," 259,24 ",0.232546," 9,25 "," 2.427,17 "," 1.952,18 ",2904670160,CFD," 0,00 "
06/01/2025 20:53:51,Open Position,NSDQ100/USD," 99,99 ",0.092834," 0,00 "," 2.427,17 "," 1.852,19 ",2904713664,CFD," 0,00 "
06/01/2025 23:20:14,Position closed,NSDQ100/USD," 103,77 ",0.092834," 3,78 "," 2.430,95 "," 1.955,96 ",2904713664,CFD," 0,00 "
06/01/2025 23:35:31,Position closed,NSDQ100/USD," 149,80 ",0.138971,"(0,19)"," 2.430,76 "," 2.105,76 ",2904528191,CFD," 0,00 "
07/01/2025 00:16:56,Open Position,NSDQ100/USD," 149,99 ",0.139006," 0,00 "," 2.430,76 "," 1.955,77 ",2904742418,CFD," 0,00 "
07/01/2025 00:49:25,Overnight fee,Daily,"(0,48)",-,"(0,48)"," 2.430,28 "," 1.955,29 ",2904713664,CFD," 0,00 "
07/01/2025 00:49:25,Overnight fee,Daily,"(0,72)",-,"(0,72)"," 2.429,56 "," 1.954,57 ",2904528191,CFD," 0,00 "
07/01/2025 00:49:25,Overnight fee,Daily,"(0,96)",-,"(0,96)"," 2.428,60 "," 1.953,61 ",2903936539,CFD," 0,00 "
07/01/2025 08:47:29,Position closed,NSDQ100/USD," 148,41 ",0.139006,"(1,58)"," 2.427,02 "," 2.102,02 ",2904742418,CFD," 0,00 "
07/01/2025 08:48:29,Open Position,USD/JPY," 199,99 ",6000.000000," 0,00 "," 2.427,02 "," 1.902,03 ",2904864181,CFD," 0,00 "
07/01/2025 09:49:15,Position closed,USD/JPY," 202,66 ",6000.000000," 2,67 "," 2.429,69 "," 2.104,69 ",2904864181,CFD," 0,00 "
07/01/2025 09:49:42,Open Position,USD/JPY," 249,99 ",7500.000000," 0,00 "," 2.429,69 "," 1.854,70 ",2904892040,CFD," 0,00 "
07/01/2025 10:16:12,Position closed,USD/JPY," 254,18 ",7500.000000," 4,19 "," 2.433,88 "," 2.108,88 ",2904892040,CFD," 0,00 "
07/01/2025 10:16:29,Open Position,USD/JPY," 249,99 ",7500.000000," 0,00 "," 2.433,88 "," 1.858,89 ",2904958109,CFD," 0,00 "
07/01/2025 11:47:38,Position closed,USD/JPY," 251,18 ",7500.000000," 1,19 "," 2.435,07 "," 2.110,07 ",2904958109,CFD," 0,00 "
07/01/2025 11:48:03,Open Position,USD/JPY," 229,99 ",6900.000000," 0,00 "," 2.435,07 "," 1.880,08 ",2905094417,CFD," 0,00 "
07/01/2025 12:39:18,Position closed,USD/JPY," 232,48 ",6900.000000," 2,49 "," 2.437,56 "," 2.112,56 ",2905094417,CFD," 0,00 "
07/01/2025 12:39:46,Open Position,USD/JPY," 199,99 ",6000.000000," 0,00 "," 2.437,56 "," 1.912,57 ",2905123097,CFD," 0,00 "
07/01/2025 12:40:17,Open Position,NSDQ100/USD," 149,99 ",0.139143," 0,00 "," 2.437,56 "," 1.762,58 ",2905123170,CFD," 0,00 "
07/01/2025 14:54:00,Position closed,NSDQ100/USD," 152,43 ",0.139143," 2,44 "," 2.440,00 "," 1.915,01 ",2905123170,CFD," 0,00 "
07/01/2025 14:57:14,Open Position,NSDQ100/USD," 392,26 ",0.231986," 0,00 "," 2.440,00 "," 1.665,02 ",2905582138,CFD," 0,00 "
07/01/2025 15:06:41,Position closed,USD/JPY," 220,83 ",6000.000000," 20,84 "," 2.460,84 "," 1.885,85 ",2905123097,CFD," 0,00 "
07/01/2025 15:07:07,Open Position,NSDQ100/USD," 365,23 ",0.233318," 0,00 "," 2.460,84 "," 1.635,85 ",2905903612,CFD," 0,00 "
07/01/2025 15:08:04,Open Position,USD/JPY," 200,00 ",6000.000000," 0,00 "," 2.460,84 "," 1.435,85 ",2905913581,CFD," 0,00 "
07/01/2025 15:11:53,Position closed,USD/JPY," 200,99 ",6000.000000," 0,99 "," 2.461,83 "," 1.636,84 ",2905913581,CFD," 0,00 "
07/01/2025 15:12:15,Open Position,USD/JPY," 200,00 ",6000.000000," 0,00 "," 2.461,83 "," 1.436,84 ",2905929272,CFD," 0,00 "
07/01/2025 15:12:43,Open Position,NSDQ100/USD," 289,48 ",0.186783," 0,00 "," 2.461,83 "," 1.236,85 ",2905931265,CFD," 0,00 "
07/01/2025 17:01:42,Position closed,USD/JPY," 219,54 ",6000.000000," 19,54 "," 2.481,37 "," 1.456,39 ",2905929272,CFD," 0,00 "
07/01/2025 17:04:46,Open Position,USD/JPY," 199,99 ",6000.000000," 0,00 "," 2.481,37 "," 1.256,40 ",2906729946,CFD," 0,00 "
07/01/2025 17:06:52,Open Position,NSDQ100/USD," 299,99 ",0.282368," 0,00 "," 2.481,37 "," 956,41 ",2906732228,CFD," 0,00 "
07/01/2025 17:09:07,Edit Stop Loss,-,"(15,00)",-," 0,00 "," 2.481,37 "," 941,41 ",2903936539,-," 0,00 "
07/01/2025 17:09:41,Position closed,NSDQ100/USD," 302,45 ",0.282368," 2,46 "," 2.483,83 "," 1.243,86 ",2906732228,CFD," 0,00 "
07/01/2025 17:09:52,Open Position,NSDQ100/USD," 299,99 ",0.282196," 0,00 "," 2.483,83 "," 943,87 ",2906735194,CFD," 0,00 "
07/01/2025 17:12:22,Position closed,USD/JPY," 198,85 ",6000.000000,"(1,14)"," 2.482,69 "," 1.142,72 ",2906729946,CFD," 0,00 "
07/01/2025 17:12:52,Open Position,NSDQ100/USD," 220,00 ",0.206924," 0,00 "," 2.482,69 "," 922,72 ",2906737990,CFD," 0,00 "
07/01/2025 18:20:26,Position closed,NSDQ100/USD," 228,77 ",0.206924," 8,77 "," 2.491,46 "," 1.151,49 ",2906737990,CFD," 0,00 "
07/01/2025 18:20:38,Position closed,NSDQ100/USD," 312,04 ",0.282196," 12,05 "," 2.503,51 "," 1.463,53 ",2906735194,CFD," 0,00 "
07/01/2025 18:21:28,Open Position,NSDQ100/USD," 337,71 ",0.234668," 0,00 "," 2.503,51 "," 1.213,54 ",2906817461,CFD," 0,00 "
07/01/2025 18:21:42,Open Position,NSDQ100/USD," 202,75 ",0.140792," 0,00 "," 2.503,51 "," 1.063,55 ",2906817553,CFD," 0,00 "
07/01/2025 18:22:39,Open Position,USD/JPY," 199,99 ",6000.000000," 0,00 "," 2.503,51 "," 863,56 ",2906818362,CFD," 0,00 "
07/01/2025 18:33:57,Position closed,USD/JPY," 204,44 ",6000.000000," 4,45 "," 2.507,96 "," 1.068,00 ",2906818362,CFD," 0,00 "
07/01/2025 18:34:20,Open Position,USD/JPY," 150,00 ",4500.000000," 0,00 "," 2.507,96 "," 918,00 ",2906828984,CFD," 0,00 "
07/01/2025 19:16:03,Position closed,USD/JPY," 151,63 ",4500.000000," 1,63 "," 2.509,59 "," 1.069,63 ",2906828984,CFD," 0,00 "
07/01/2025 19:17:41,Open Position,NSDQ100/USD," 196,08 ",0.141121," 0,00 "," 2.509,59 "," 919,64 ",2906873075,CFD," 0,00 "
07/01/2025 19:59:16,Open Position,NSDQ100/USD," 200,00 ",0.188397," 0,00 "," 2.509,59 "," 719,64 ",2906924736,CFD," 0,00 "
07/01/2025 20:57:23,Edit Stop Loss,-,"(12,91)",-," 0,00 "," 2.509,59 "," 706,73 ",2903936539,-," 0,00 "
07/01/2025 20:58:30,Open Position,NSDQ100/USD," 209,99 ",0.198367," 0,00 "," 2.509,59 "," 496,74 ",2907017902,CFD," 0,00 "
07/01/2025 21:00:51,Position closed,NSDQ100/USD," 211,31 ",0.198367," 1,32 "," 2.510,91 "," 708,05 ",2907017902,CFD," 0,00 "
07/01/2025 21:01:00,Open Position,NSDQ100/USD," 209,99 ",0.198272," 0,00 "," 2.510,91 "," 498,06 ",2907020798,CFD," 0,00 "
07/01/2025 21:02:35,Position closed,NSDQ100/USD," 211,24 ",0.198272," 1,25 "," 2.512,16 "," 709,30 ",2907020798,CFD," 0,00 "
07/01/2025 21:02:49,Open Position,NSDQ100/USD," 349,99 ",0.330349," 0,00 "," 2.512,16 "," 359,31 ",2907021464,CFD," 0,00 "
07/01/2025 21:25:25,Position closed,NSDQ100/USD," 351,32 ",0.330349," 1,33 "," 2.513,49 "," 710,63 ",2907021464,CFD," 0,00 "
07/01/2025 21:25:42,Open Position,NSDQ100/USD," 300,00 ",0.283065," 0,00 "," 2.513,49 "," 410,63 ",2907028352,CFD," 0,00 "
07/01/2025 23:06:53,Edit Stop Loss,-,"(18,43)",-," 0,00 "," 2.513,49 "," 392,20 ",2903936539,-," 0,00 "
07/01/2025 23:07:06,Edit Stop Loss,-,"(26,45)",-," 0,00 "," 2.513,49 "," 365,75 ",2905582138,-," 0,00 "
07/01/2025 23:08:03,Open Position,NSDQ100/USD," 149,99 ",0.141797," 0,00 "," 2.513,49 "," 215,76 ",2907042946,CFD," 0,00 "
07/01/2025 23:56:37,Position closed,NSDQ100/USD," 155,25 ",0.141797," 5,26 "," 2.518,75 "," 371,01 ",2907042946,CFD," 0,00 "
08/01/2025 00:10:47,Index price adjustment,NSDQ100/USD," 0,29 ",-," 0,29 "," 2.519,04 "," 371,30 ",2903936539,CFD," 0,00 "
08/01/2025 00:10:47,Index price adjustment,NSDQ100/USD," 0,37 ",-," 0,37 "," 2.519,41 "," 371,67 ",2905582138,CFD," 0,00 "
08/01/2025 00:10:47,Index price adjustment,NSDQ100/USD," 0,37 ",-," 0,37 "," 2.519,78 "," 372,04 ",2905903612,CFD," 0,00 "
08/01/2025 00:10:47,Index price adjustment,NSDQ100/USD," 0,30 ",-," 0,30 "," 2.520,08 "," 372,34 ",2905931265,CFD," 0,00 "
08/01/2025 00:10:47,Index price adjustment,NSDQ100/USD," 0,37 ",-," 0,37 "," 2.520,45 "," 372,71 ",2906817461,CFD," 0,00 "
08/01/2025 00:10:47,Index price adjustment,NSDQ100/USD," 0,22 ",-," 0,22 "," 2.520,67 "," 372,93 ",2906817553,CFD," 0,00 "
08/01/2025 00:10:47,Index price adjustment,NSDQ100/USD," 0,22 ",-," 0,22 "," 2.520,89 "," 373,15 ",2906873075,CFD," 0,00 "
08/01/2025 00:10:47,Index price adjustment,NSDQ100/USD," 0,30 ",-," 0,30 "," 2.521,19 "," 373,45 ",2906924736,CFD," 0,00 "
08/01/2025 00:10:47,Index price adjustment,NSDQ100/USD," 0,31 ",-," 0,31 "," 2.521,50 "," 373,76 ",2907017902,CFD," 0,00 "
08/01/2025 00:48:43,Overnight fee,Daily,"(0,73)",-,"(0,73)"," 2.520,77 "," 373,03 ",2906873075,CFD," 0,00 "
08/01/2025 00:48:43,Overnight fee,Daily,"(0,73)",-,"(0,73)"," 2.520,04 "," 372,30 ",2906817553,CFD," 0,00 "
08/01/2025 00:48:43,Overnight fee,Daily,"(0,96)",-,"(0,96)"," 2.519,08 "," 371,34 ",2903936539,CFD," 0,00 "
08/01/2025 00:48:43,Overnight fee,Daily,"(0,97)",-,"(0,97)"," 2.518,11 "," 370,37 ",2905931265,CFD," 0,00 "
08/01/2025 00:48:43,Overnight fee,Daily,"(0,98)",-,"(0,98)"," 2.517,13 "," 369,39 ",2906924736,CFD," 0,00 "
08/01/2025 00:48:43,Overnight fee,Daily,"(1,20)",-,"(1,20)"," 2.515,93 "," 368,19 ",2905582138,CFD," 0,00 "
08/01/2025 00:48:43,Overnight fee,Daily,"(1,21)",-,"(1,21)"," 2.514,72 "," 366,98 ",2905903612,CFD," 0,00 "
08/01/2025 00:48:43,Overnight fee,Daily,"(1,22)",-,"(1,22)"," 2.513,50 "," 365,76 ",2906817461,CFD," 0,00 "
08/01/2025 00:48:43,Overnight fee,Daily,"(1,47)",-,"(1,47)"," 2.512,03 "," 364,29 ",2907028352,CFD," 0,00 "
08/01/2025 05:42:56,Position closed,NSDQ100/USD," 310,36 ",0.283065," 10,36 "," 2.522,39 "," 674,65 ",2907028352,CFD," 0,00 "
08/01/2025 09:24:55,Position closed,NSDQ100/USD," 201,78 ",0.188397," 1,78 "," 2.524,17 "," 876,43 ",2906924736,CFD," 0,00 "
08/01/2025 09:28:58,Open Position,NSDQ100/USD," 199,99 ",0.188354," 0,00 "," 2.524,17 "," 676,44 ",2907203087,CFD," 0,00 "
08/01/2025 10:59:58,Position closed,NSDQ100/USD," 204,00 ",0.188354," 4,01 "," 2.528,18 "," 880,44 ",2907203087,CFD," 0,00 "
08/01/2025 12:13:35,Open Position,NSDQ100/USD," 199,99 ",0.189293," 0,00 "," 2.528,18 "," 680,45 ",2907277513,CFD," 0,00 "
08/01/2025 13:57:19,Position closed,NSDQ100/USD," 209,48 ",0.189293," 9,49 "," 2.537,67 "," 889,93 ",2907277513,CFD," 0,00 "
08/01/2025 13:59:52,Open Position,NSDQ100/USD," 262,50 ",0.198159," 0,00 "," 2.537,67 "," 679,94 ",2907347645,CFD," 0,00 "
08/01/2025 15:26:48,Open Position,NSDQ100/USD," 99,99 ",0.094622," 0,00 "," 2.537,67 "," 579,95 ",2907893416,CFD," 0,00 "
08/01/2025 15:33:50,Open Position,NSDQ100/USD," 100,00 ",0.094714," 0,00 "," 2.537,67 "," 479,95 ",2907923934,CFD," 0,00 "
08/01/2025 17:31:40,Position closed,NSDQ100/USD," 110,21 ",0.094714," 10,21 "," 2.547,88 "," 590,16 ",2907923934,CFD," 0,00 "
08/01/2025 17:32:24,Open Position,NSDQ100/USD," 200,00 ",0.190191," 0,00 "," 2.547,88 "," 390,16 ",2908337330,CFD," 0,00 "
08/01/2025 17:34:42,Edit Stop Loss,-,"(18,44)",-," 0,00 "," 2.547,88 "," 371,72 ",2903936539,-," 0,00 "
08/01/2025 17:34:57,Edit Stop Loss,-,"(11,59)",-," 0,00 "," 2.547,88 "," 360,13 ",2905582138,-," 0,00 "
08/01/2025 17:35:05,Edit Stop Loss,-,"(21,93)",-," 0,00 "," 2.547,88 "," 338,20 ",2905903612,-," 0,00 "
08/01/2025 17:35:16,Edit Stop Loss,-,"(14,76)",-," 0,00 "," 2.547,88 "," 323,44 ",2905931265,-," 0,00 "
08/01/2025 17:35:31,Edit Stop Loss,-,"(11,60)",-," 0,00 "," 2.547,88 "," 311,84 ",2905582138,-," 0,00 "
08/01/2025 17:37:21,Open Position,NSDQ100/USD," 149,99 ",0.142714," 0,00 "," 2.547,88 "," 161,85 ",2908346687,CFD," 0,00 "
08/01/2025 17:48:43,Position closed,NSDQ100/USD," 154,59 ",0.142714," 4,60 "," 2.552,48 "," 316,44 ",2908346687,CFD," 0,00 "
08/01/2025 17:48:51,Position closed,NSDQ100/USD," 203,79 ",0.190191," 3,79 "," 2.556,27 "," 520,23 ",2908337330,CFD," 0,00 "
08/01/2025 17:49:01,Open Position,NSDQ100/USD," 250,00 ",0.237485," 0,00 "," 2.556,27 "," 270,23 ",2908376831,CFD," 0,00 "
08/01/2025 18:27:05,Position closed,NSDQ100/USD," 283,78 ",0.237485," 33,78 "," 2.590,05 "," 554,01 ",2908376831,CFD," 0,00 "
08/01/2025 18:27:12,Position closed,NSDQ100/USD," 105,25 ",0.094622," 5,26 "," 2.595,31 "," 659,26 ",2907893416,CFD," 0,00 "
08/01/2025 19:00:57,Open Position,NSDQ100/USD," 149,99 ",0.141963," 0,00 "," 2.595,31 "," 509,27 ",2908459780,CFD," 0,00 "
08/01/2025 19:57:16,Position closed,NSDQ100/USD," 153,10 ",0.141963," 3,11 "," 2.598,42 "," 662,37 ",2908459780,CFD," 0,00 "
08/01/2025 19:58:07,Open Position,USD/JPY," 149,99 ",4500.000000," 0,00 "," 2.598,42 "," 512,38 ",2908511241,CFD," 0,00 "
08/01/2025 20:34:39,Position closed,USD/JPY," 150,79 ",4500.000000," 0,80 "," 2.599,22 "," 663,17 ",2908511241,CFD," 0,00 "
08/01/2025 20:35:53,Open Position,NSDQ100/USD," 200,00 ",0.189107," 0,00 "," 2.599,22 "," 463,17 ",2908544538,CFD," 0,00 "
08/01/2025 21:24:16,Position closed,NSDQ100/USD," 202,34 ",0.189107," 2,34 "," 2.601,56 "," 665,51 ",2908544538,CFD," 0,00 "
08/01/2025 21:26:45,Open Position,USD/JPY," 149,99 ",4500.000000," 0,00 "," 2.601,56 "," 515,52 ",2908571079,CFD," 0,00 "
08/01/2025 21:27:38,Open Position,NSDQ100/USD," 199,99 ",0.188881," 0,00 "," 2.601,56 "," 315,53 ",2908571158,CFD," 0,00 "
08/01/2025 23:48:24,Position closed,USD/JPY," 154,17 ",4500.000000," 4,18 "," 2.605,74 "," 469,70 ",2908571079,CFD," 0,00 "
08/01/2025 23:50:40,Open Position,USD/JPY," 249,99 ",7500.000000," 0,00 "," 2.605,74 "," 219,71 ",2908585385,CFD," 0,00 "
09/01/2025 00:48:49,Overnight fee,Daily,"(0,73)",-,"(0,73)"," 2.605,01 "," 218,98 ",2906817553,CFD," 0,00 "
09/01/2025 00:48:49,Overnight fee,Daily,"(0,73)",-,"(0,73)"," 2.604,28 "," 218,25 ",2906873075,CFD," 0,00 "
09/01/2025 00:48:49,Overnight fee,Daily,"(0,96)",-,"(0,96)"," 2.603,32 "," 217,29 ",2903936539,CFD," 0,00 "
09/01/2025 00:48:49,Overnight fee,Daily,"(0,97)",-,"(0,97)"," 2.602,35 "," 216,32 ",2905931265,CFD," 0,00 "
09/01/2025 00:48:49,Overnight fee,Daily,"(0,98)",-,"(0,98)"," 2.601,37 "," 215,34 ",2908571158,CFD," 0,00 "
09/01/2025 00:48:49,Overnight fee,Daily,"(1,03)",-,"(1,03)"," 2.600,34 "," 214,31 ",2907347645,CFD," 0,00 "
09/01/2025 00:48:49,Overnight fee,Daily,"(1,20)",-,"(1,20)"," 2.599,14 "," 213,11 ",2905582138,CFD," 0,00 "
09/01/2025 00:48:49,Overnight fee,Daily,"(1,21)",-,"(1,21)"," 2.597,93 "," 211,90 ",2905903612,CFD," 0,00 "
09/01/2025 00:48:49,Overnight fee,Daily,"(1,22)",-,"(1,22)"," 2.596,71 "," 210,68 ",2906817461,CFD," 0,00 "
09/01/2025 00:48:49,Overnight fee,Weekend Fee,"(2,16)",-,"(2,16)"," 2.594,55 "," 208,52 ",2908571079,CFD," 0,00 "
09/01/2025 00:53:32,Position closed,USD/JPY," 252,88 ",7500.000000," 2,89 "," 2.597,44 "," 461,40 ",2908585385,CFD," 0,00 "
09/01/2025 00:58:28,Open Position,NSDQ100/USD," 149,99 ",0.141962," 0,00 "," 2.597,44 "," 311,41 ",2908589461,CFD," 0,00 "
09/01/2025 02:04:25,Position closed,NSDQ100/USD," 151,13 ",0.141962," 1,14 "," 2.598,58 "," 462,54 ",2908589461,CFD," 0,00 "
09/01/2025 02:17:22,Open Position,NSDQ100/USD," 149,99 ",0.141817," 0,00 "," 2.598,58 "," 312,55 ",2908600210,CFD," 0,00 "
09/01/2025 08:08:10,Open Position,NSDQ100/USD," 199,99 ",0.189940," 0,00 "," 2.598,58 "," 112,56 ",2908683391,CFD," 0,00 "
09/01/2025 08:17:19,Position closed,NSDQ100/USD," 202,79 ",0.189940," 2,80 "," 2.601,38 "," 315,35 ",2908683391,CFD," 0,00 "
09/01/2025 08:17:33,Open Position,NSDQ100/USD," 199,99 ",0.189750," 0,00 "," 2.601,38 "," 115,36 ",2908691613,CFD," 0,00 "
09/01/2025 09:41:07,Position closed,NSDQ100/USD," 208,06 ",0.189750," 8,07 "," 2.609,45 "," 323,42 ",2908691613,CFD," 0,00 "
09/01/2025 09:42:55,Open Position,NSDQ100/USD," 199,99 ",0.189302," 0,00 "," 2.609,45 "," 123,43 ",2908738429,CFD," 0,00 "
09/01/2025 10:33:03,Position closed,NSDQ100/USD," 202,81 ",0.189302," 2,82 "," 2.612,27 "," 326,24 ",2908738429,CFD," 0,00 "
09/01/2025 10:33:21,Open Position,NSDQ100/USD," 149,99 ",0.141852," 0,00 "," 2.612,27 "," 176,25 ",2908751098,CFD," 0,00 "
09/01/2025 10:34:01,Open Position,USD/JPY," 100,00 ",3000.000000," 0,00 "," 2.612,27 "," 76,25 ",2908751213,CFD," 0,00 "
09/01/2025 13:39:19,Position closed,NSDQ100/USD," 150,18 ",0.141852," 0,19 "," 2.612,46 "," 226,43 ",2908751098,CFD," 0,00 "
09/01/2025 17:43:35,Position closed,USD/JPY," 102,05 ",3000.000000," 2,05 "," 2.614,51 "," 328,48 ",2908751213,CFD," 0,00 "
09/01/2025 23:16:43,Open Position,NSDQ100/USD," 149,99 ",0.142209," 0,00 "," 2.614,51 "," 178,49 ",2909864964,CFD," 0,00 "
09/01/2025 23:20:56,Position closed,NSDQ100/USD," 147,56 ",0.142209,"(2,43)"," 2.612,08 "," 326,05 ",2909864964,CFD," 0,00 "
09/01/2025 23:23:54,Open Position,USD/JPY," 99,99 ",3000.000000," 0,00 "," 2.612,08 "," 226,06 ",2909866590,CFD," 0,00 "
09/01/2025 23:25:06,Open Position,NSDQ100/USD," 149,99 ",0.142281," 0,00 "," 2.612,08 "," 76,07 ",2909867021,CFD," 0,00 "
10/01/2025 00:17:01,Index price adjustment,NSDQ100/USD," 0,08 ",-," 0,08 "," 2.612,16 "," 76,15 ",2903936539,CFD," 0,00 "
10/01/2025 00:17:01,Index price adjustment,NSDQ100/USD," 0,11 ",-," 0,11 "," 2.612,27 "," 76,26 ",2905582138,CFD," 0,00 "
10/01/2025 00:17:01,Index price adjustment,NSDQ100/USD," 0,11 ",-," 0,11 "," 2.612,38 "," 76,37 ",2905903612,CFD," 0,00 "
