Position ID,Action,Long / Short,Amount,Units / Contracts,Open Date,Close Date,Leverage,Spread Fees (USD),Market Spread (USD),Profit(USD),FX rate at open (USD),FX rate at close (USD),Open Rate,Close Rate,Take profit rate,Stop loss rate,Overnight Fees and Dividends,Copied From,Type,ISIN,Notes
2964676530,NASDAQ100 Index (Non Expiry) (NSDQ100),Long," 99,99 ",0.09929,07/03/2025 19:05:07,07/03/2025 19:45:05,20," 0,30 ",0.00," 0,74 ",-,-," 20.143,51 "," 20.150,99 "," 20.640,52 "," 19.639,94 "," 0,00 ",-,CFD,US6311011026,
2963966153,NASDAQ100 Index (Non Expiry) (NSDQ100),Long," 300,00 ",0.149014,07/03/2025 13:46:15,07/03/2025 19:04:04,10," 0,45 ",0.00," 1,13 ",-,-," 20.132,22 "," 20.139,79 "," 21.137,68 "," 19.125,61 "," 0,00 ",-,CFD,US6311011026,
2964633591,NASDAQ100 Index (Non Expiry) (NSDQ100),Long," 99,99 ",0.099884,07/03/2025 18:05:05,07/03/2025 18:49:23,20," 0,30 ",0.00," 7,96 ",-,-," 20.022,16 "," 20.101,84 "," 20.523,76 "," 19.522,60 "," 0,00 ",-,CFD,US6311011026,
2964615919,NASDAQ100 Index (Non Expiry) (NSDQ100),Long," 99,98 ",0.100042,07/03/2025 17:45:46,07/03/2025 18:04:53,20," 0,30 ",0.00," 2,98 ",-,-," 19.989,50 "," 20.019,25 "," 20.484,07 "," 19.489,81 "," 0,00 ",-,CFD,US6311011026,
2964403674,NASDAQ100 Index (Non Expiry) (NSDQ100),Long," 99,97 ",0.100159,07/03/2025 15:51:30,07/03/2025 17:45:31,20," 0,30 ",0.00," 1,04 ",-,-," 19.964,10 "," 19.974,50 "," 20.463,20 "," 19.465,00 "," 0,00 ",-,CFD,US6311011026,
2964568701,NASDAQ100 Index (Non Expiry) (NSDQ100),Long," 50,00 ",0.050382,07/03/2025 17:04:06,07/03/2025 17:45:02,20," 0,15 ",0.00," 5,72 ",-,-," 19.848,34 "," 19.961,95 "," 20.336,76 "," 19.352,14 "," 0,00 ",-,CFD,US6311011026,
2964504399,NASDAQ100 Index (Non Expiry) (NSDQ100),Long," 50,00 ",0.050521,07/03/2025 16:38:41,07/03/2025 17:03:52,20," 0,15 ",0.00," 1,67 ",-,-," 19.794,18 "," 19.827,26 "," 20.286,94 "," 19.299,34 "," 0,00 ",-,CFD,US6311011026,
2961639905,NASDAQ100 Index (Non Expiry) (NSDQ100),Long," 114,55 ",0.09775,06/03/2025 08:38:34,07/03/2025 16:36:56,20," 0,29 ",0.00,"(64,60)",-,-," 20.460,84 "," 19.799,96 "," 20.971,47 "," 19.800,34 ","(0,13)",-,CFD,US6311011026,
2964086769,NASDAQ100 Index (Non Expiry) (NSDQ100),Long," 99,99 ",0.099924,07/03/2025 14:38:11,07/03/2025 14:57:36,20," 0,30 ",0.00," 11,50 ",-,-," 20.015,10 "," 20.130,14 "," 20.509,97 "," 19.514,72 "," 0,00 ",-,CFD,US6311011026,
2963934333,NASDAQ100 Index (Non Expiry) (NSDQ100),Long," 149,99 ",0.149198,07/03/2025 12:24:11,07/03/2025 13:46:00,20," 0,45 ",0.00," 2,46 ",-,-," 20.106,52 "," 20.122,99 "," 20.610,67 "," 19.605,27 "," 0,00 ",-,CFD,US6311011026,
2963937337,NASDAQ100 Index (Non Expiry) (NSDQ100),Long," 199,99 ",0.099561,07/03/2025 12:31:34,07/03/2025 13:45:52,10," 0,30 ",0.00," 3,33 ",-,-," 20.088,12 "," 20.121,59 "," 21.092,53 "," 19.083,71 "," 0,00 ",-,CFD,US6311011026,
2963746500,NASDAQ100 Index (Non Expiry) (NSDQ100),Long," 199,99 ",0.198321,07/03/2025 01:16:17,07/03/2025 09:14:03,20," 0,60 ",0.00," 0,63 ",-,-," 20.169,22 "," 20.172,39 "," 20.673,86 "," 19.665,38 "," 0,00 ",-,CFD,US6311011026,
2962371565,NASDAQ100 Index (Non Expiry) (NSDQ100),Long," 399,97 ",0.396873,06/03/2025 17:08:03,07/03/2025 01:16:04,20," 1,20 ",-0.01," 3,93 ",-,-," 20.156,57 "," 20.166,48 "," 20.300,35 "," 19.652,66 ","(0,54)",-,CFD,US6311011026,
2963290183,NASDAQ100 Index (Non Expiry) (NSDQ100),Long," 99,99 ",0.099727,06/03/2025 20:05:36,06/03/2025 21:12:10,20," 0,30 ",0.00," 3,38 ",-,-," 20.054,56 "," 20.088,49 "," 20.554,69 "," 19.553,20 "," 0,37 ",-,CFD,US6311011026,
2963073298,NASDAQ100 Index (Non Expiry) (NSDQ100),Long," 99,99 ",0.099995,06/03/2025 19:41:33,06/03/2025 20:05:12,20," 0,30 ",0.00," 4,54 ",-,-," 19.999,90 "," 20.045,35 "," 20.503,89 "," 19.503,69 "," 0,00 ",-,CFD,US6311011026,
2961674273,NASDAQ100 Index (Non Expiry) (NSDQ100),Long," 400,00 ",0.196249,06/03/2025 09:48:08,06/03/2025 16:19:53,10," 0,60 ",0.00," 3,32 ",-,-," 20.382,24 "," 20.399,17 "," 21.400,56 "," 19.363,13 "," 0,00 ",-,CFD,US6311011026,
2961781230,NASDAQ100 Index (Non Expiry) (NSDQ100),Long," 49,99 ",0.049215,06/03/2025 14:09:34,06/03/2025 16:19:44,20," 0,15 ",0.00," 4,52 ",-,-," 20.314,83 "," 20.406,62 "," 20.826,40 "," 19.810,46 "," 0,00 ",-,CFD,US6311011026,
2961924549,NASDAQ100 Index (Non Expiry) (NSDQ100),Long," 99,99 ",0.098776,06/03/2025 14:49:19,06/03/2025 16:19:37,20," 0,30 ",0.00," 15,42 ",-,-," 20.247,42 "," 20.403,52 "," 20.746,82 "," 19.741,23 "," 0,00 ",-,CFD,US6311011026,
