Position ID,Action,Long / Short,Amount,Units,Open Date,Close Date,Leverage,Spread Fees (USD),Market Spread (USD),Profit(USD),FX rate at open (USD),FX rate at close (USD),Open Rate,Close Rate,Take profit rate,Stop loss rate,Overnight Fees and Dividends,Copied From,Type,Notes
2908346687,NASDAQ100 Index (Non Expiry) (NSDQ100),Long," 149,99 ",0.142714,08/01/2025 17:37:21,08/01/2025 17:48:43,20," 0,45 ",0.00," 4,60 ",-,-," 21.020,93 "," 21.053,17 "," 21.546,97 "," 20.495,41 "," 0,00 ",-,CFD,
2907923934,NASDAQ100 Index (Non Expiry) (NSDQ100),Short," 100,00 ",0.094714,08/01/2025 15:33:50,08/01/2025 17:31:40,20," 0,30 ",0.00," 10,21 ",-,-," 21.116,16 "," 21.008,33 "," 20.589,23 "," 21.644,06 "," 0,00 ",-,CFD,
2907277513,NASDAQ100 Index (Non Expiry) (NSDQ100),Long," 199,99 ",0.189293,08/01/2025 12:13:35,08/01/2025 13:57:19,20," 0,60 ",0.00," 9,49 ",-,-," 21.130,99 "," 21.181,11 "," 21.658,75 "," 20.602,71 "," 0,00 ",-,CFD,
2907203087,NASDAQ100 Index (Non Expiry) (NSDQ100),Long," 199,99 ",0.188354,08/01/2025 09:28:58,08/01/2025 10:59:58,20," 0,60 ",0.00," 4,01 ",-,-," 21.236,50 "," 21.257,80 "," 21.766,49 "," 20.705,59 "," 0,00 ",-,CFD,
2906924736,NASDAQ100 Index (Non Expiry) (NSDQ100),Long," 200,00 ",0.188397,07/01/2025 19:59:16,08/01/2025 09:24:55,20," 0,60 ",0.00," 1,78 ",-,-," 21.231,65 "," 21.241,10 "," 21.763,16 "," 20.700,86 ","(0,68)",-,CFD,
2907028352,NASDAQ100 Index (Non Expiry) (NSDQ100),Long," 300,00 ",0.283065,07/01/2025 21:25:42,08/01/2025 05:42:56,20," 0,90 ",-0.01," 10,36 ",-,-," 21.196,49 "," 21.233,10 "," 21.726,20 "," 20.666,58 ","(1,47)",-,CFD,
2907042946,NASDAQ100 Index (Non Expiry) (NSDQ100),Long," 149,99 ",0.141797,07/01/2025 23:08:03,07/01/2025 23:56:37,20," 0,45 ",0.00," 5,26 ",-,-," 21.156,99 "," 21.194,11 "," 21.685,91 "," 20.628,07 "," 0,00 ",-,CFD,
2907021464,NASDAQ100 Index (Non Expiry) (NSDQ100),Long," 349,99 ",0.330349,07/01/2025 21:02:49,07/01/2025 21:25:25,20," 1,05 ",0.00," 1,33 ",-,-," 21.189,69 "," 21.193,71 "," 21.721,07 "," 20.659,95 "," 0,00 ",-,CFD,
2907020798,NASDAQ100 Index (Non Expiry) (NSDQ100),Long," 209,99 ",0.198272,07/01/2025 21:01:00,07/01/2025 21:02:35,20," 0,63 ",0.00," 1,25 ",-,-," 21.182,99 "," 21.189,31 "," 21.712,26 "," 20.653,42 "," 0,00 ",-,CFD,
2907017902,NASDAQ100 Index (Non Expiry) (NSDQ100),Long," 209,99 ",0.198367,07/01/2025 20:58:30,07/01/2025 21:00:51,20," 0,63 ",0.00," 1,32 ",-,-," 21.171,64 "," 21.178,31 "," 21.702,67 "," 20.642,32 "," 0,31 ",-,CFD,
2906828984,USD/JPY (USDJPY),Long," 150,00 ",4500.000000,07/01/2025 18:34:20,07/01/2025 19:16:03,30," 0,26 ",-0.03," 1,63 ",0.0063,0.0063," 157,78 "," 157,84 "," 160,41 "," 155,19 "," 0,00 ",-,CFD,
2906818362,USD/JPY (USDJPY),Long," 199,99 ",6000.000000,07/01/2025 18:22:39,07/01/2025 18:33:57,30," 0,34 ",-0.08," 4,45 ",0.0063,0.0063," 157,63 "," 157,75 "," 160,26 "," 155,05 "," 0,00 ",-,CFD,
2906735194,NASDAQ100 Index (Non Expiry) (NSDQ100),Long," 299,99 ",0.282196,07/01/2025 17:09:52,07/01/2025 18:20:38,20," 0,90 ",0.00," 12,05 ",-,-," 21.261,75 "," 21.304,45 "," 21.400,29 "," 20.730,21 "," 0,00 ",-,CFD,
2906737990,NASDAQ100 Index (Non Expiry) (NSDQ100),Long," 220,00 ",0.206924,07/01/2025 17:12:52,07/01/2025 18:20:26,20," 0,66 ",0.00," 8,77 ",-,-," 21.263,75 "," 21.306,15 "," 21.795,75 "," 20.732,16 "," 0,00 ",-,CFD,
2906729946,USD/JPY (USDJPY),Long," 199,99 ",6000.000000,07/01/2025 17:04:46,07/01/2025 17:12:22,30," 0,34 ",-0.08,"(1,14)",0.0063,0.0063," 157,84 "," 157,81 "," 160,46 "," 155,25 "," 0,00 ",-,CFD,
2906732228,NASDAQ100 Index (Non Expiry) (NSDQ100),Long," 299,99 ",0.282368,07/01/2025 17:06:52,07/01/2025 17:09:41,20," 0,90 ",0.00," 2,46 ",-,-," 21.248,85 "," 21.257,55 "," 21.779,66 "," 20.717,63 "," 0,00 ",-,CFD,
2905929272,USD/JPY (USDJPY),Short," 200,00 ",6000.000000,07/01/2025 15:12:15,07/01/2025 17:01:42,30," 0,34 ",-0.04," 19,54 ",0.0063,0.0063," 158,34 "," 157,82 "," 155,70 "," 160,99 "," 0,00 ",-,CFD,
2905913581,USD/JPY (USDJPY),Short," 200,00 ",6000.000000,07/01/2025 15:08:04,07/01/2025 15:11:53,30," 0,34 ",0.00," 0,99 ",0.0063,0.0063," 158,37 "," 158,34 "," 155,72 "," 161,01 "," 0,00 ",-,CFD,
2905123097,USD/JPY (USDJPY),Long," 199,99 ",6000.000000,07/01/2025 12:39:46,07/01/2025 15:06:41,30," 0,34 ",-0.08," 20,84 ",0.0063,0.0063," 157,78 "," 158,33 "," 160,41 "," 155,20 "," 0,00 ",-,CFD,
2905123170,NASDAQ100 Index (Non Expiry) (NSDQ100),Long," 149,99 ",0.139143,07/01/2025 12:40:17,07/01/2025 14:54:00,20," 0,45 ",0.00," 2,44 ",-,-," 21.560,52 "," 21.578,03 "," 22.099,53 "," 21.021,51 "," 0,00 ",-,CFD,
2905094417,USD/JPY (USDJPY),Long," 229,99 ",6900.000000,07/01/2025 11:48:03,07/01/2025 12:39:18,30," 0,39 ",-0.09," 2,49 ",0.0063,0.0063," 157,72 "," 157,77 "," 160,34 "," 155,13 "," 0,00 ",-,CFD,
2904958109,USD/JPY (USDJPY),Long," 249,99 ",7500.000000,07/01/2025 10:16:29,07/01/2025 11:47:38,30," 0,43 ",0.00," 1,19 ",0.0063,0.0063," 157,67 "," 157,70 "," 160,30 "," 155,09 "," 0,00 ",-,CFD,
2904892040,USD/JPY (USDJPY),Long," 249,99 ",7500.000000,07/01/2025 09:49:42,07/01/2025 10:16:12,30," 0,43 ",-0.24," 4,19 ",0.0063,0.0063," 157,56 "," 157,65 "," 160,19 "," 154,98 "," 0,00 ",-,CFD,
2904864181,USD/JPY (USDJPY),Long," 199,99 ",6000.000000,07/01/2025 08:48:29,07/01/2025 09:49:15,30," 0,34 ",-0.04," 2,67 ",0.0063,0.0063," 157,50 "," 157,57 "," 160,12 "," 154,91 "," 0,00 ",-,CFD,
2904742418,NASDAQ100 Index (Non Expiry) (NSDQ100),Long," 149,99 ",0.139006,07/01/2025 00:16:56,07/01/2025 08:47:29,20," 0,45 ",0.00,"(1,58)",-,-," 21.581,72 "," 21.570,38 "," 22.122,08 "," 21.042,18 "," 0,00 ",-,CFD,
2904528191,NASDAQ100 Index (Non Expiry) (NSDQ100),Long," 149,99 ",0.138971,06/01/2025 18:04:16,06/01/2025 23:35:31,20," 0,45 ",0.00,"(0,19)",-,-," 21.587,17 "," 21.585,78 "," 22.127,98 "," 21.047,49 ","(0,72)",-,CFD,
2904713664,NASDAQ100 Index (Non Expiry) (NSDQ100),Long," 99,99 ",0.092834,06/01/2025 20:53:51,06/01/2025 23:20:14,20," 0,30 ",0.00," 3,78 ",-,-," 21.543,67 "," 21.584,38 "," 22.082,26 "," 21.005,08 ","(0,48)",-,CFD,
2904670160,NASDAQ100 Index (Non Expiry) (NSDQ100),Long," 249,99 ",0.232546,06/01/2025 20:05:51,06/01/2025 20:53:18,20," 0,75 ",0.00," 9,25 ",-,-," 21.501,07 "," 21.540,83 "," 22.036,55 "," 20.963,55 "," 0,00 ",-,CFD,
2904665896,NASDAQ100 Index (Non Expiry) (NSDQ100),Long," 149,99 ",0.139780,06/01/2025 20:00:47,06/01/2025 20:05:39,20," 0,45 ",0.00," 4,57 ",-,-," 21.462,26 "," 21.494,93 "," 21.998,30 "," 20.925,71 "," 0,00 ",-,CFD,
2903024459,NASDAQ100 Index (Non Expiry) (NSDQ100),Long," 230,00 ",0.212154,06/01/2025 15:51:05,06/01/2025 16:11:51,20," 0,69 ",0.00," 1,85 ",-,-," 21.682,28 "," 21.691,02 "," 22.224,54 "," 21.140,23 "," 0,00 ",-,CFD,
2902155658,NASDAQ100 Index (Non Expiry) (NSDQ100),Long," 99,99 ",0.092460,06/01/2025 14:46:05,06/01/2025 15:50:47,20," 0,30 ",0.00," 3,85 ",-,-," 21.630,78 "," 21.672,42 "," 22.165,71 "," 21.090,01 "," 0,00 ",-,CFD,
2902073924,NASDAQ100 Index (Non Expiry) (NSDQ100),Long," 149,98 ",0.138982,06/01/2025 14:34:17,06/01/2025 14:45:24,20," 0,45 ",0.00," 5,09 ",-,-," 21.584,07 "," 21.620,72 "," 22.126,23 "," 21.044,51 "," 0,00 ",-,CFD,
2901793492,NASDAQ100 Index (Non Expiry) (NSDQ100),Long," 149,99 ",0.139267,06/01/2025 14:29:16,06/01/2025 14:32:45,20," 0,45 ",0.00," 5,08 ",-,-," 21.540,72 "," 21.577,23 "," 22.079,03 "," 21.002,19 "," 0,00 ",-,CFD,
2901788145,NASDAQ100 Index (Non Expiry) (NSDQ100),Long," 149,99 ",0.139558,06/01/2025 14:19:17,06/01/2025 14:28:45,20," 0,45 ",0.00," 5,17 ",-,-," 21.496,42 "," 21.533,48 "," 22.036,29 "," 20.959,01 "," 0,00 ",-,CFD,
2901789715,USD/JPY (USDJPY),Long," 150,00 ",4500.000000,06/01/2025 14:22:05,06/01/2025 14:28:38,30," 0,26 ",-0.11,"(5,70)",0.0064,0.0064," 157,36 "," 157,16 "," 159,98 "," 154,78 "," 0,00 ",-,CFD,
2901784392,USD/JPY (USDJPY),Long," 100,00 ",3000.000000,06/01/2025 14:18:20,06/01/2025 14:21:49,30," 0,17 ",-0.08," 0,65 ",0.0064,0.0064," 157,27 "," 157,31 "," 159,87 "," 154,69 "," 0,00 ",-,CFD,
2901781166,USD/JPY (USDJPY),Long," 150,00 ",4500.000000,06/01/2025 14:14:51,06/01/2025 14:17:19,30," 0,26 ",0.00," 8,39 ",0.0064,0.0064," 156,82 "," 157,11 "," 159,42 "," 154,25 "," 0,00 ",-,CFD,
2901774091,NASDAQ100 Index (Non Expiry) (NSDQ100),Long," 199,99 ",0.185544,06/01/2025 13:55:03,06/01/2025 14:14:36,20," 0,60 ",0.00,"(2,31)",-,-," 21.558,22 "," 21.545,78 "," 22.097,38 "," 21.019,27 "," 0,00 ",-,CFD,
2901774201,USD/JPY (USDJPY),Long," 150,00 ",4500.000000,06/01/2025 13:55:38,06/01/2025 14:14:20,30," 0,26 ",-0.06," 3,93 ",0.0064,0.0064," 156,65 "," 156,78 "," 159,26 "," 154,08 "," 0,00 ",-,CFD,
2901766567,USD/JPY (USDJPY),Long," 150,00 ",4500.000000,06/01/2025 13:36:26,06/01/2025 13:54:17,30," 0,26 ",-0.06," 6,84 ",0.0064,0.0064," 156,42 "," 156,66 "," 159,03 "," 153,86 "," 0,00 ",-,CFD,
2901766914,NASDAQ100 Index (Non Expiry) (NSDQ100),Long," 199,99 ",0.185641,06/01/2025 13:37:09,06/01/2025 13:53:51,20," 0,60 ",0.00," 1,46 ",-,-," 21.546,82 "," 21.554,68 "," 22.086,21 "," 21.008,15 "," 0,00 ",-,CFD,
2901737102,NASDAQ100 Index (Non Expiry) (NSDQ100),Long," 250,00 ",0.232198,06/01/2025 12:41:15,06/01/2025 13:34:16,20," 0,75 ",0.00," 1,11 ",-,-," 21.533,32 "," 21.538,08 "," 22.071,86 "," 20.994,99 "," 0,00 ",-,CFD,
2901626264,NASDAQ100 Index (Non Expiry) (NSDQ100),Long," 199,99 ",0.186285,06/01/2025 09:57:45,06/01/2025 12:40:33,20," 0,60 ",0.00," 10,87 ",-,-," 21.472,42 "," 21.530,78 "," 22.009,13 "," 20.935,61 "," 0,00 ",-,CFD,
2901621291,NASDAQ100 Index (Non Expiry) (NSDQ100),Long," 250,00 ",0.233133,06/01/2025 09:40:44,06/01/2025 09:57:09,20," 0,75 ",-0.01," 4,87 ",-,-," 21.446,91 "," 21.467,78 "," 21.982,98 "," 20.910,74 "," 0,00 ",-,CFD,
2901453042,NASDAQ100 Index (Non Expiry) (NSDQ100),Long," 300,00 ",0.281114,05/01/2025 23:17:07,06/01/2025 09:36:25,20," 0,90 ",-0.01," 30,55 ",-,-," 21.343,61 "," 21.452,29 "," 21.877,51 "," 20.810,02 "," 0,00 ",-,CFD,
2901456107,NASDAQ100 Index (Non Expiry) (NSDQ100),Long," 99,99 ",0.093827,05/01/2025 23:36:18,06/01/2025 09:36:24,20," 0,30 ",0.00," 12,83 ",-,-," 21.315,60 "," 21.452,29 "," 21.848,08 "," 20.782,71 "," 0,00 ",-,CFD,
