Position ID,Action,Long / Short,Amount,Units / Contracts,Open Date,Close Date,Leverage,Spread Fees (USD),Market Spread (USD),Profit(USD),FX rate at open (USD),FX rate at close (USD),Open Rate,Close Rate,Take profit rate,Stop loss rate,Overnight Fees and Dividends,Copied From,Type,ISIN,Notes
3103266498,NASDAQ100 Index (Non Expiry) (NSDQ100),Long," 119,99 ",0.101013,15/08/2025 13:42:21,15/08/2025 14:14:12,20," 0,36 ",0.00," 1,06 ",-,-," 23.759,24 "," 23.769,77 "," 24.357,30 "," 23.169,14 "," 0,00 ",-,CFD,US6311011026,
3103144560,NASDAQ100 Index (Non Expiry) (NSDQ100),Long," 101,99 ",0.085623,15/08/2025 11:05:53,15/08/2025 11:39:28,20," 0,30 ",0.00," 0,10 ",-,-," 23.825,10 "," 23.826,31 "," 24.420,73 "," 23.229,47 "," 0,00 ",-,CFD,US6311011026,
3103110512,NASDAQ100 Index (Non Expiry) (NSDQ100),Long," 150,00 ",0.12603,15/08/2025 09:46:32,15/08/2025 11:05:42,20," 0,46 ",0.00," 2,28 ",-,-," 23.803,60 "," 23.821,71 "," 24.398,49 "," 23.208,51 "," 0,00 ",-,CFD,US6311011026,
3102865436,NASDAQ100 Index (Non Expiry) (NSDQ100),Long," 149,99 ",0.126116,14/08/2025 20:18:14,15/08/2025 03:37:56,20," 0,45 ",0.00," 4,21 ",-,-," 23.786,79 "," 23.820,21 "," 24.382,48 "," 23.193,10 ","(0,72)",-,CFD,US6311011026,
3102606069,NASDAQ100 Index (Non Expiry) (NSDQ100),Long," 129,99 ",0.109298,14/08/2025 15:39:21,14/08/2025 17:16:36,20," 0,39 ",0.00," 8,46 ",-,-," 23.788,24 "," 23.865,66 "," 24.383,30 "," 23.193,88 "," 0,00 ",-,CFD,US6311011026,
3102557740,NASDAQ100 Index (Non Expiry) (NSDQ100),Long," 119,99 ",0.100598,14/08/2025 15:03:13,14/08/2025 17:16:36,20," 0,36 ",0.00," 0,81 ",-,-," 23.857,65 "," 23.865,66 "," 24.453,91 "," 23.261,22 "," 0,00 ",-,CFD,US6311011026,
3102180474,NASDAQ100 Index (Non Expiry) (NSDQ100),Long," 60,02 ",0.050291,14/08/2025 12:19:28,14/08/2025 14:46:17,20," 0,18 ",0.00," 1,01 ",-,-," 23.871,00 "," 23.891,16 "," 24.467,62 "," 23.274,22 "," 0,00 ",-,CFD,US6311011026,
3102463076,NASDAQ100 Index (Non Expiry) (NSDQ100),Long," 101,99 ",0.085632,14/08/2025 14:13:36,14/08/2025 14:34:30,20," 0,30 ",0.00," 4,67 ",-,-," 23.822,65 "," 23.877,16 "," 24.419,11 "," 23.227,93 "," 0,00 ",-,CFD,US6311011026,
3102312020,NASDAQ100 Index (Non Expiry) (NSDQ100),Long," 119,99 ",0.100926,14/08/2025 13:32:32,14/08/2025 14:12:35,20," 0,36 ",0.00," 4,09 ",-,-," 23.779,84 "," 23.820,36 "," 24.375,19 "," 23.186,15 "," 0,00 ",-,CFD,US6311011026,
3102237000,NASDAQ100 Index (Non Expiry) (NSDQ100),Long," 100,99 ",0.085037,14/08/2025 13:15:11,14/08/2025 13:32:03,20," 0,30 ",0.00," 1,27 ",-,-," 23.753,89 "," 23.768,87 "," 24.347,02 "," 23.160,04 "," 0,00 ",-,CFD,US6311011026,
