Date,Type,Details,Amount,Units / Contracts,Realized Equity Change,Realized Equity,Balance,Position ID,Asset type,NWA
03/02/2025 08:22:14,Open Position,NSDQ100/USD," 300,00 ",0.284041," 0,00 "," 6.040,73 "," 4.455,95 ",2931443107,CFD," 0,00 "
03/02/2025 08:33:24,Open Position,USD/JPY," 199,99 ",6000," 0,00 "," 6.040,73 "," 4.255,96 ",2931462845,CFD," 0,00 "
03/02/2025 08:37:18,Position closed,USD/JPY," 200,45 ",6000," 0,46 "," 6.041,19 "," 4.456,41 ",2931462845,CFD," 0,00 "
03/02/2025 08:37:44,Open Position,USD/JPY," 100,04 ",6000," 0,00 "," 6.041,19 "," 4.256,42 ",2931465816,CFD," 0,00 "
03/02/2025 08:40:17,Open Position,NSDQ100/USD," 250,00 ",0.237054," 0,00 "," 6.041,19 "," 4.006,42 ",2931470561,CFD," 0,00 "
03/02/2025 08:56:49,Position closed,NSDQ100/USD," 250,26 ",0.237054," 0,26 "," 6.041,45 "," 4.256,68 ",2931470561,CFD," 0,00 "
03/02/2025 08:57:33,Open Position,NSDQ100/USD," 250,00 ",0.237073," 0,00 "," 6.041,45 "," 4.006,68 ",2931480771,CFD," 0,00 "
03/02/2025 09:21:09,Open Position,USD/JPY," 100,00 ",3000," 0,00 "," 6.041,45 "," 3.906,68 ",2931494141,CFD," 0,00 "
03/02/2025 09:30:20,Position closed,USD/JPY," 101,14 ",3000," 1,14 "," 6.042,59 "," 4.007,82 ",2931494141,CFD," 0,00 "
03/02/2025 09:35:35,Position closed,NSDQ100/USD," 251,98 ",0.237073," 1,98 "," 6.044,57 "," 4.259,80 ",2931480771,CFD," 0,00 "
03/02/2025 09:36:35,Open Position,USD/JPY," 100,03 ",6000," 0,00 "," 6.044,57 "," 4.059,81 ",2931504151,CFD," 0,00 "
03/02/2025 09:37:49,Open Position,NSDQ100/USD," 250,00 ",0.236864," 0,00 "," 6.044,57 "," 3.809,81 ",2931508010,CFD," 0,00 "
03/02/2025 09:53:29,Open Position,NSDQ100/USD," 149,99 ",0.142372," 0,00 "," 6.044,57 "," 3.659,82 ",2931515740,CFD," 0,00 "
03/02/2025 09:54:26,Position closed,USD/JPY," 96,94 ",2998.884505,"(3,02)"," 6.041,55 "," 3.756,76 ",2931516127,CFD," 0,00 "
